epoch	loss	acc	val_loss	val_acc
0	3.0630705341065747	0.28583061889250816	10.720272485311929	0.040584415584415584
1	2.08142297586323	0.46488192182410426	1.9250773996501773	0.45292207792207795
2	1.736301426778787	0.5471294788273615	1.107599919492548	0.6956168831168831
3	1.5607879189015987	0.5850977198697068	1.0787133249369534	0.7130681818181818
4	1.4579357532025936	0.6056596091205212	0.8504567037929188	0.7548701298701299
5	1.3389036224408724	0.6350773615635179	0.8482871632297317	0.7585227272727273
6	1.2512872273448237	0.6549267100977199	0.8353320874951102	0.7642045454545454
7	1.217373056598129	0.6656148208469055	0.8492064472142752	0.7581168831168831
8	1.1284243248961259	0.6876017915309446	0.8093846138421591	0.7711038961038961
9	1.0776085431296196	0.694828990228013	0.6707701292130854	0.8088474025974026
10	1.0360838270925155	0.7048045602605864	0.806845090993039	0.773538961038961
11	1.0207551793477434	0.7110138436482085	0.6289850099907293	0.814935064935065
12	0.9702164140508696	0.7225162866449512	0.6947812747645687	0.8129058441558441
13	0.9600502867069617	0.7259771986970684	0.6888438027787518	0.7987012987012987
14	0.9256192131228866	0.7345276872964169	0.7204122249182169	0.8080357142857143
15	0.8912904282928678	0.7444014657980456	0.6841134552831774	0.8092532467532467
16	0.9011094708978548	0.7420602605863192	0.6853410404223901	0.7991071428571429
17	0.8680007309206922	0.7513232899022801	0.6257327533774562	0.8096590909090909
18	0.8615458484387165	0.7552931596091205	0.6340369392525066	0.8137175324675324
19	0.8389763793261897	0.7523412052117264	0.8130167099562559	0.7743506493506493
20	0.8211252344741884	0.7625203583061889	0.7119156544084673	0.7861201298701299
21	0.8253329586516762	0.7627239413680782	0.5756899319685899	0.825487012987013
22	0.8209198001735761	0.7600773615635179	0.6187675533356605	0.8246753246753247
23	0.7953488083149789	0.7676099348534202	0.5579133658827126	0.8336038961038961
24	0.7824090298398698	0.7689332247557004	0.5914661036683367	0.830762987012987
25	0.7482803302789744	0.779621335504886	0.6073031199055833	0.8112824675324676
26	0.7450888687411038	0.7767711726384365	0.5918387201699343	0.8340097402597403
27	0.724406941269042	0.7882736156351792	0.6281922900831545	0.8112824675324676
28	0.7394818539339867	0.779621335504886	0.5555987534197894	0.8356331168831169
29	0.7312337143607559	0.7841001628664495	0.5860548522565272	0.8271103896103896
30	0.709988187112715	0.7896986970684039	0.53402041034265	0.8433441558441559
31	0.6964877286155371	0.7971294788273615	0.5812523771416057	0.8287337662337663
32	0.6948391344240512	0.792650651465798	0.599264890729607	0.8157467532467533
33	0.6994972175612123	0.7950936482084691	0.6104447417832041	0.8258928571428571
34	0.6690681697588402	0.8003868078175895	0.5598758143651021	0.8388798701298701
35	0.6534019399931842	0.7999796416938111	0.49310460841500914	0.8502435064935064
36	0.6622443772876689	0.7996742671009772	0.5603150489268365	0.830762987012987
37	0.6606491403441864	0.803542345276873	0.5167639317450585	0.8396915584415584
38	0.6633372238870553	0.800285016286645	0.6857739570852998	0.7999188311688312
39	0.6461002320439497	0.809242671009772	0.5355588116429069	0.8425324675324676
40	0.6254835278281171	0.8152483713355049	0.5461827168216953	0.8465909090909091
41	0.6230671914955692	0.809242671009772	0.5222385683423513	0.8538961038961039
42	0.6176582318563802	0.8139250814332247	0.5732621666672942	0.828327922077922
43	0.6059736884669294	0.8189128664495114	0.5382173162002069	0.8323863636363636
44	0.609952241789052	0.8153501628664495	0.5157580754973672	0.84375
45	0.6157334293527013	0.8125	0.525573397998686	0.8429383116883117
46	0.5741884406983658	0.8234934853420195	0.5648086284855743	0.8372564935064936
47	0.5950546696636498	0.8189128664495114	0.5286244810014576	0.8482142857142857
48	0.5925225804314163	0.816571661237785	0.5099104710600593	0.8551136363636364
49	0.5837455872409895	0.8192182410423453	0.5099413060135656	0.8518668831168831
50	0.5433414388168907	0.8341815960912052	0.43670578117107417	0.8676948051948052
51	0.5372269562284799	0.8346905537459284	0.44933677416343193	0.8571428571428571
52	0.5084798695210136	0.8387622149837134	0.4065586748448285	0.8770292207792207
53	0.5206487388971962	0.845378664495114	0.4481703041048793	0.8632305194805194
54	0.521932930530865	0.841307003257329	0.42848343702105735	0.8717532467532467
55	0.49799845947698973	0.8447679153094463	0.4255740155840849	0.8713474025974026
56	0.5067419087945055	0.8448697068403909	0.44809995969007543	0.8701298701298701
57	0.5073980222598737	0.8466001628664495	0.43738555927555284	0.8685064935064936
58	0.4932904231334742	0.847007328990228	0.4216815584956051	0.8681006493506493
59	0.4873341394266787	0.8500610749185668	0.43630145199887166	0.8729707792207793
60	0.49494633168370405	0.8471091205211726	0.41930881868322173	0.872564935064935
61	0.48733074904847223	0.8493485342019544	0.41746560687368567	0.8754058441558441
